major,school,plan,rank
13机械设计制造及其自动化,B261吉林工商学院,2,190063
0X油气储运工程,A737兰州城市学院,2,190066
04信息管理与信息系统,A443济宁医学院,43,190119
3G国际经济与贸易(中外合作办学)(中德合作),A434山东农业大学,60,190122
B5旅游管理,A762新疆师范大学,5,190128
03历史学(师范类),D439赣南师范大学科技学院,4,190145
0Y建筑学,A812吕梁学院,5,190170
1A机械设计制造及其自动化,B843九江学院,4,190174
13机械电子工程,B825桂林航天工业学院,3,190176
06新闻学,A242哈尔滨体育学院,7,190182
26人工智能,B445黑龙江工业学院,2,190190
21日语,A964吉林外国语大学,4,190198
04法学,D843南京师范大学泰州学院,12,190211
42人工智能,A721宝鸡文理学院,4,190228
19环境工程,A448德州学院,65,190229
0F社会工作(中外合作办学)(招收银发产业经营与管理方向),A452临沂大学,80,190244
06广告学,A908山东工艺美术学院,30,190256
0H市场营销,A443济宁医学院,37,190260
31药物制剂,A202通化师范学院,4,190294
02汉语言文学(师范类),D439赣南师范大学科技学院,5,190307
49生物制药,A381淮南师范学院,3,190311
17市场营销,E277山东青年政治学院,70,190313
06财务管理,D989南京邮电大学通达学院,2,190314
9E食品质量与安全,A758新疆农业大学,5,190325
17眼视光学(中外合作办学),A441山东中医药大学,67,190330
1H学前教育(中外合作办学)(师范类),A722咸阳师范学院,3,190335
H8信息管理与信息系统,D560新疆第二医学院,1,190352
0E化学,A236绥化学院,3,190355
HR税收学,B709呼和浩特民族学院,1,190380
C0汉语言文学,D628新疆政法学院,8,190407
B4统计学,A206白城师范学院,3,190438
18化学工程与工艺,A449滨州学院,57,190449
0E车辆工程,B802黑龙江工程学院,2,190467
26汽车服务工程,B116成都工业学院,2,190475
0R机器人工程,B802黑龙江工程学院,2,190477
08物流管理,A478周口师范学院,4,190487
0E护理学(中外合作办学),A439山东第一医科大学,70,190498
48体育经济与管理,A399泉州师范学院,2,190510
41教育技术学(师范类),A764伊犁师范大学,5,190517
02金融工程,C331山东女子学院,40,190526
G1网络与新媒体,A764伊犁师范大学,5,190543
0U制药工程,B071新乡学院,4,190549
28护理学,B400西安培华学院,1,190554
09工商管理(中外合作办学)(中德合作),A434山东农业大学,50,190555
11英语(师范类),D843南京师范大学泰州学院,6,190563
14物理学(师范类),B546广西科技师范学院,2,190564
05秘书学,B397安康学院,2,190568
41商务英语,A553湖南人文科技学院,5,190572
1F马业科学(地方专项计划),A435青岛农业大学,10,190582
50新闻传播学类,D637温州商学院,1,190632
0K日语,B833上海杉达学院,1,190639
1B新能源科学与工程,B508新余学院,2,190688
07大数据管理与应用,E438山东管理学院,66,190689
1R应急技术与管理,B688山东工商学院,34,190694
44环境科学,A467河南科技学院,7,190697
37环境生态工程,A101衡水学院,3,190724
02国际经济与贸易,A375黄山学院,10,190733
0G海洋机器人,B510山东交通学院,26,190743
0D机械设计制造及其自动化,B802黑龙江工程学院,2,190771
18工程造价,M721河北环境工程学院,2,190793
17园艺,B326信阳农林学院,5,190794
18电子信息类,A453泰山学院,97,190801
34食品质量与安全(中外合作办学)(中英合作),A434山东农业大学,135,190838
0C遥感科学与技术,E527山西工程技术学院,1,190880
0H经济学,A737兰州城市学院,2,190883
11网络工程,A478周口师范学院,2,190889
0J应用化学,A477信阳师范学院,5,190893
05数据科学与大数据技术,E527山西工程技术学院,2,190945
92信息与计算科学,B527湖南城市学院,2,190961
14英语,B837桂林旅游学院,7,190963
2C高分子材料与工程,A449滨州学院,35,190967
29食品科学与工程,A202通化师范学院,2,191039
26数字媒体技术,B311三明学院,3,191040
06护理学,D661天津医科大学临床医学院,9,191074
1X计算机科学与技术(软件开发),B508新余学院,2,191081
19保险学,D994南京审计大学金审学院,2,191082
35新能源材料与器件,B653南阳理工学院,4,191083
42国际经济与贸易,A481南阳师范学院,10,191136
49环境工程,A721宝鸡文理学院,3,191137
21粮食工程,B261吉林工商学院,2,191147
69会计学,D744黑河学院,3,191212
0A勘查技术与工程,A085河北水利电力学院,2,191235
37园林,A548怀化学院,3,191273
56机械类,A514黄冈师范学院,5,191292
0H计算机科学与技术,B312龙岩学院,2,191308
1X商务英语,A739天水师范学院,4,191323
H3电子信息工程,A480许昌学院,5,191338
0D交通工程,A085河北水利电力学院,5,191383
1Y计算机科学与技术(智能科学),B508新余学院,2,191386
51数学与应用数学(师范类),A757塔里木大学,5,191389
JA会计学,A764伊犁师范大学,10,191392
15护理学,D284温州医科大学仁济学院,3,191398
8J农业水利工程,A758新疆农业大学,15,191404
43小学教育(师范类),A997昌吉学院,10,191430
32网络工程,A122长治学院,1,191432
32智能科学与技术,B652河南财政金融学院,6,191433
51学前教育(师范类),A764伊犁师范大学,10,191434
0M物联网工程,E223贵州师范学院,3,191440
19生物工程,B360攀枝花学院,3,191456
9Q葡萄与葡萄酒工程,A758新疆农业大学,5,191483
15电子信息工程,B261吉林工商学院,4,191514
1U金融学(校企合作，与山东全通网融科技有限公司合作),B510山东交通学院,120,191525
5W土木工程,A758新疆农业大学,15,191556
08物流管理,B825桂林航天工业学院,2,191560
Z7网络空间安全,A478周口师范学院,2,191576
CC动物科学,A758新疆农业大学,20,191594
0S健康服务与管理,A455菏泽学院,36,191622
04保险学,A766新疆财经大学,11,191626
25国际商务,A766新疆财经大学,8,191628
E6机械设计制造及其自动化(中外合作办学),A158大连海洋大学,15,191646
05土木类,A085河北水利电力学院,8,191711
30食品质量与安全,A202通化师范学院,2,191737
27工程造价,A397武夷学院,1,191745
1G电气工程及其自动化,A454济宁学院,35,191750
0H船舶与海洋工程,B510山东交通学院,50,191760
B2机械电子工程,B527湖南城市学院,2,191766
AL植物保护,A758新疆农业大学,5,191867
1L食品质量与安全,A904枣庄学院,49,191873
2D市场营销,A449滨州学院,40,191882
27城乡规划,A547邵阳学院,3,191887
14信息管理与信息系统,A117长治医学院,1,191895
09生物制药,A904枣庄学院,40,191896
23化学(师范类),A763喀什大学,15,191915
3D机械工程(中外合作办学),A427济南大学,100,191917
17环境工程,A449滨州学院,77,191919
27环境生态工程,A122长治学院,1,191935
10财务管理,B837桂林旅游学院,2,191938
30商务英语,B825桂林航天工业学院,4,191942
23制药工程,B397安康学院,2,191985
4D工商管理类,B439吉林农业科技学院,3,191990
15旅游管理,A453泰山学院,33,192003
0M统计学(校企合作，与青岛英谷教育科技公司合作),B688山东工商学院,60,192032
32旅游管理,A647长江师范学院,6,192056
34健康服务与管理,B652河南财政金融学院,2,192059
16英语,D497郑州财经学院,2,192071
18财务管理,C689东南大学成贤学院,1,192076
J0监狱学,D628新疆政法学院,8,192101
0M环境生态工程,A895萍乡学院,2,192109
04日语,D658天津外国语大学滨海外事学院,1,192119
37城乡规划,B396商洛学院,2,192122
0G食品科学与工程,A904枣庄学院,34,192131
27国际经济与贸易,A649乐山师范学院,6,192134
0N工商管理类,B336荆楚理工学院,3,192170
0A应用化学,A454济宁学院,95,192175
1M化学工程与工艺,A454济宁学院,35,192181
1G机器人工程,A449滨州学院,27,192187
E2护理学(中外合作办学),A162辽宁中医药大学,10,192195
05德语,E277山东青年政治学院,40,192201
0G数字经济,D386山东石油化工学院,60,192208
1R财务管理(校企合作，与达内时代科技集团有限公司合作),A904枣庄学院,40,192209
1Q经济与金融(校企合作，与山东开创集团股份有限公司合作),E276齐鲁师范学院,40,192219
08翻译(英语方向),D744黑河学院,3,192233
1H会计学,B391楚雄师范学院,3,192243
0D生物技术,A904枣庄学院,55,192264
17化学工程与工艺,A478周口师范学院,4,192268
31电子商务,B538湖南女子学院,2,192287
31计算机科学与技术,A122长治学院,1,192304
53广播电视学,D744黑河学院,4,192319
02应用化学,E435营口理工学院,2,192338
19心理学,A819呼伦贝尔学院,4,192361
HN人力资源管理,A758新疆农业大学,15,192368
1S健康服务与管理,A904枣庄学院,40,192375
27市场营销,A192吉林化工学院,2,192376
13会计学,A819呼伦贝尔学院,4,192389
0C机械类,B802黑龙江工程学院,2,192416
25新闻学,C649湖南科技大学潇湘学院,1,192418
0C计算机类,A667安顺学院,1,192444
24材料化学,A548怀化学院,2,192447
36计算机类,A481南阳师范学院,14,192449
03广告学,D989南京邮电大学通达学院,2,192455
03汉语言文学,D579中国矿业大学徐海学院,4,192502
0Z国际经济与贸易,C331山东女子学院,58,192505
0W土木类,B802黑龙江工程学院,3,192552
16文化产业管理,A812吕梁学院,5,192555
02应用心理学,A457山东体育学院,30,192569
28戏剧影视文学,A607广西艺术学院,3,192573
75文物与博物馆学,A757塔里木大学,7,192623
33化工与制药类,A644四川文理学院,4,192634
03机械设计制造及其自动化,E435营口理工学院,3,192640
1L人工智能,A453泰山学院,43,192657
07日语,D432赣东学院,2,192675
0R物流管理,C331山东女子学院,22,192691
1Z财务管理,B561甘肃民族师范学院,2,192724
1K市场营销(数字营销),A448德州学院,40,192728
17材料科学与工程,A483商丘师范学院,3,192772
45会计学,B396商洛学院,2,192779
35电子信息工程,A547邵阳学院,3,192792
42文化产业管理,D469厦门大学嘉庚学院,3,192824
41新闻传播学类,C784河北传媒学院,5,192832
07学前教育(师范类),D843南京师范大学泰州学院,6,192846
42电子商务,B330安阳工学院,2,192866
25市场营销,B261吉林工商学院,2,192905
05商务英语,D744黑河学院,4,192926
1K旅游管理与服务教育,A454济宁学院,15,192959
06德语,D673四川外国语大学成都学院,2,192963
0D数学与应用数学(师范类),A236绥化学院,6,192998
01计算机科学与技术,C331山东女子学院,77,193001
P1财务管理,A742西北民族大学,4,193067
01网络工程,B242太原学院,6,193069
0U网络工程,A448德州学院,40,193081
0H材料类,B802黑龙江工程学院,3,193083
01英语,C599湘潭大学兴湘学院,2,193113
51建筑学,B418北京城市学院,1,193121
53电气工程及其自动化,A233牡丹江师范学院,2,193126
28建筑环境与能源应用工程,B437长春工程学院,2,193151
0K化学工程与工艺,E435营口理工学院,2,193160
P6通信工程(中外合作办学),A201北华大学,10,193178
71学前教育(师范类),A757塔里木大学,18,193186
0C软件工程(校企合作，与山东浪潮优派科技教育公司合作),B688山东工商学院,70,193203
0K材料化学,A398宁德师范学院,5,193212
01电子信息工程,D597山西科技学院,2,193222
21生物制药(中外合作办学),D706吉林医药学院,3,193298
40电子信息类,A721宝鸡文理学院,4,193331
03自动化类,E101太原工业学院,13,193349
03运动康复,A457山东体育学院,50,193373
26物联网工程,A448德州学院,69,193384
0V机器人工程,E438山东管理学院,93,193412
22酒店管理,A766新疆财经大学,2,193417
E1翻译,A764伊犁师范大学,5,193445
45电子商务,D469厦门大学嘉庚学院,2,193453
0R电子信息类,E223贵州师范学院,2,193457
1A金融数学,A904枣庄学院,30,193473
18电子信息科学与技术,G127内蒙古科技大学包头师范学院,2,193484
44物理学(师范类),B656广东石油化工学院,3,193501
29高分子材料与工程,A101衡水学院,2,193515
4A会计学,D906南京师范大学中北学院,4,193543
1C金融学,D763福建江夏学院,7,193571
0E新能源科学与工程,E435营口理工学院,2,193599
27环境生态工程,A545湘南学院,2,193605
44金属材料工程,B049淮阴工学院,2,193611
25电子信息工程,A478周口师范学院,2,193646
9E学前教育(中外合作办学)(师范类),A553湖南人文科技学院,4,193650
1N化学工程与工艺,A904枣庄学院,30,193684
10物联网工程,A478周口师范学院,2,193691
19测控技术与仪器,B825桂林航天工业学院,2,193698
09翻译(俄语方向),D744黑河学院,3,193715
14金融工程,E439山东农业工程学院,66,193733
23环境科学,B437长春工程学院,3,193741
13财务管理,B400西安培华学院,1,193743
09光电信息科学与工程,B653南阳理工学院,5,193752
39数学与应用数学(师范类),D744黑河学院,4,193804
60物流管理(中外合作办学),B059合肥学院,4,193809
33工程管理,B437长春工程学院,2,193832
20生物信息学,A904枣庄学院,45,193844
10电子信息工程,D985苏州科技大学天平学院,2,193878
01农学,A757塔里木大学,11,193884
1L信息与计算科学,B508新余学院,2,193897
30电子信息工程,A101衡水学院,3,193901
17机械工程(中外合作办学),B726长春大学,2,193907
0V物流工程(航空物流方向),A449滨州学院,40,193914
0N环境科学与工程,E435营口理工学院,2,193924
09文化产业管理,B963亳州学院,3,193962
11服装设计与工程,A448德州学院,45,193978
22新能源汽车工程,B825桂林航天工业学院,2,193982
33数学与应用数学(经济数学方向),B653南阳理工学院,4,193990
1G电子商务(校企合作，与青岛英谷教育科技公司合作),B688山东工商学院,80,194004
0A光电信息科学与工程,D654南京理工大学紫金学院,1,194038
01电气工程及自动化,F203河北科技工程职业技术大学,3,194061
62机器人工程,B498莆田学院,4,194062
0S应用化学,A684曲靖师范学院,2,194101
0F俄语,C331山东女子学院,26,194123
0D机械类,A453泰山学院,65,194146
29水利水电工程,A757塔里木大学,5,194150
84国际经济与贸易,D534山西工学院,2,194186
26生物工程,B765河南城建学院,4,194275
0D学前教育(师范类),A763喀什大学,15,194289
16化学工程与工艺,M189山西能源学院,3,194290
3J健康服务与管理,B508新余学院,2,194291
B8生物技术,A206白城师范学院,4,194298
20汽车服务工程,E389成都师范学院,5,194301
09经济与金融,B837桂林旅游学院,2,194302
26食品科学与工程,B397安康学院,2,194312
0N土地资源管理,E439山东农业工程学院,70,194344
03医学检验技术,C362武汉生物工程学院,2,194370
03电气工程及其自动化,A904枣庄学院,34,194371
42机械设计制造及其自动化(中外合作办学),A144沈阳理工大学,10,194384
29机械电子工程(中外合作办学)(就读地点济南，只提供英语教学、其他语,A424山东科技大学,70,194390
15社会工作,A553湖南人文科技学院,8,194443
15冶金工程,B430辽宁科技学院,2,194476
0Y自然地理与资源环境,B391楚雄师范学院,2,194502
0V葡萄与葡萄酒工程,A453泰山学院,29,194514
3A行政管理,D906南京师范大学中北学院,2,194534
64物联网工程,B498莆田学院,4,194542
15秘书学,B445黑龙江工业学院,3,194553
20应用统计学,A122长治学院,2,194557
1U网络与新媒体(校企合作，与凤凰数媒北京教育科技公司合作),A904枣庄学院,40,194558
51农学,A481南阳师范学院,8,194569
32网络工程,A101衡水学院,2,194578
D4机械工程(中外合作办学),A190长春工业大学,5,194596
35物流工程(校企合作，与阿帕数字技术有限公司合作),A452临沂大学,100,194600
34会计学,D411河北师范大学汇华学院,2,194621
0J材料化学,B802黑龙江工程学院,2,194622
16机械工程(中外合作办学)(中德合作办学),A426青岛科技大学,65,194623
35生物技术,A121晋中学院,5,194642
12金融工程(校企合作，与山东开创集团股份有限公司合作),E276齐鲁师范学院,40,194648
1Y电子信息工程,A448德州学院,82,194668
3Y动物科学(中外合作办学),A193吉林农业大学,8,194672
1B秘书学,A235大庆师范学院,8,194678
2J心理学,A763喀什大学,14,194689
0Z材料科学与工程,A454济宁学院,30,194698
11环境科学与工程,A455菏泽学院,40,194704
38物联网工程,A547邵阳学院,3,194773
24国际经济与贸易,A192吉林化工学院,2,194804
10信息管理与信息系统,A440滨州医学院,142,194830
02电子信息类,E101太原工业学院,13,194841
13测绘工程,A379宿州学院,5,194854
0U化学工程与工艺,B336荆楚理工学院,2,194917
40国际经济与贸易,A919平顶山学院,5,194924
08西班牙语,D673四川外国语大学成都学院,1,194936
0L土地资源管理(中外合作办学)(中英合作),A434山东农业大学,148,194948
25电子商务,B311三明学院,2,194982
27信息与计算科学,A478周口师范学院,2,194999
0K化学工程与工艺,E440贵州理工学院,2,195014
18农业智能装备工程,A879安徽科技学院,3,195022
79旅游管理(中外合作办学),A205长春师范大学,4,195038
7F投资学,B068郑州工程技术学院,3,195063
0B护理学,D250湖北恩施学院,2,195071
27农学,B397安康学院,2,195082
62工商管理,A233牡丹江师范学院,5,195084
01经济学,A738陇东学院,3,195089
15英语(英韩双语),A964吉林外国语大学,4,195109
19会展经济与管理,B242太原学院,4,195125
12动物医学,A757塔里木大学,18,195126
03城乡规划,A737兰州城市学院,2,195138
R1自然地理与资源环境,A764伊犁师范大学,9,195147
0A电子商务,C599湘潭大学兴湘学院,1,195161
21电子商务,B731贵州商学院,4,195164
36学前教育(中外合作办学)(师范类),A723渭南师范学院,6,195173
23化学工程与工艺,A455菏泽学院,48,195187
0X生物科学(中外合作办学)(中美合作),A451鲁东大学,80,195230
1P新能源科学与工程,A454济宁学院,100,195253
1P植物科学与技术,A904枣庄学院,30,195277
03人力资源管理,D290浙江工商大学杭州商学院,2,195294
0N土地资源管理,A667安顺学院,1,195299
22给排水科学与工程,B653南阳理工学院,3,195317
1H人工智能,A448德州学院,40,195322
0K通信工程,A904枣庄学院,19,195328
1H健康服务与管理,C331山东女子学院,40,195341
0F日语,A580肇庆学院,5,195359
15旅游管理,E277山东青年政治学院,80,195369
22市场营销,B311三明学院,2,195380
22工商管理,D434赣南科技学院,2,195404
1L应急管理,E276齐鲁师范学院,35,195406
0T秘书学,E439山东农业工程学院,86,195409
04化工与制药类,E101太原工业学院,15,195432
65数据科学与大数据技术,B498莆田学院,5,195440
0S机械设计制造及其自动化,A454济宁学院,30,195447
01生物工程,C362武汉生物工程学院,2,195454
07广播电视学(校企合作，与山东新视觉数码科技公司合作),E277山东青年政治学院,80,195467
1Z数据科学与大数据技术,A904枣庄学院,50,195479
27数学与应用数学(师范类),D411河北师范大学汇华学院,3,195481
28测绘工程(校企合作，与山东慧创信息科技有限公司合作),A452临沂大学,130,195490
0B数学类,B071新乡学院,6,195508
63市场营销,A233牡丹江师范学院,4,195520
36园艺,A099唐山师范学院,5,195526
1G土木工程(中外合作办学),A430山东建筑大学,100,195539
02交通工程,A449滨州学院,56,195540
15网络工程,B330安阳工学院,2,195557
23软件工程,B546广西科技师范学院,2,195577
0D经济与贸易类,B312龙岩学院,6,195620
19应用化学,B843九江学院,4,195656
1P通信工程,A609百色学院,2,195665
C6计算机科学与技术,A206白城师范学院,2,195755
0Q物流管理,E435营口理工学院,2,195769
0Z物业管理,E277山东青年政治学院,80,195777
0U日语,A235大庆师范学院,9,195829
7Y交通工程,A758新疆农业大学,5,195834
25农业水利工程,B437长春工程学院,2,195841
27给排水科学与工程,A084河北建筑工程学院,2,195851
19机械设计制造及其自动化,A449滨州学院,63,195861
23食品质量与安全,B837桂林旅游学院,2,195880
18材料化学,A478周口师范学院,4,195888
1W应用统计学,A454济宁学院,50,195895
0Q机械设计制造及其自动化,B312龙岩学院,2,195908
10烹饪与营养教育,A375黄山学院,5,195936
1Q数学与应用数学(师范类),A670黔南民族师范学院,1,195978
1F新能源科学与工程,B395榆林学院,2,195980
30药物化学,A122长治学院,1,195984
24自动化,A478周口师范学院,2,195996
34应用物理学,A192吉林化工学院,2,195999
18材料科学与工程,B445黑龙江工业学院,2,196033
26食品科学与工程,B546广西科技师范学院,2,196038
01白酒酿造工程,E625茅台学院,2,196043
16计算机科学与技术(校企合作，与青岛英谷教育科技公司合作),B067潍坊学院,80,196058
01汉语言文学,D902广州新华学院,2,196067
0M计算机科学与技术,A812吕梁学院,5,196073
31土木工程(中外合作办学),A076河北工程大学,10,196076
2M光电信息科学与工程,A449滨州学院,17,196098
07测控技术与仪器,D292中国计量大学现代科技学院,1,196114
09养老服务管理,C331山东女子学院,69,196128
39机器人工程,A381淮南师范学院,3,196157
0E自动化,E527山西工程技术学院,1,196179
1R行政管理,A748青海民族大学,2,196183
21物流管理,A469河南牧业经济学院,3,196184
70工程造价,A644四川文理学院,4,196199
0E日语(校企合作，与山东网商科技集团有限公司合作),B510山东交通学院,35,196216
09制药工程,B326信阳农林学院,5,196219
38工程管理(中外合作办学),A191吉林建筑大学,4,196227
12资源勘查工程,B437长春工程学院,3,196232
0T制药工程,A812吕梁学院,5,196268
23电子信息科学与技术,A122长治学院,1,196270
23市场营销,D706吉林医药学院,2,196289
21机械设计制造及其自动化,A553湖南人文科技学院,4,196302
01商务英语(校企合作，与青岛英谷教育公司合作),A454济宁学院,80,196303
0Z测绘工程,B802黑龙江工程学院,3,196323
92土木工程,D534山西工学院,2,196336
0Z建筑类,B071新乡学院,6,196337
64物联网工程,D534山西工学院,2,196343
35计算机科学与技术,B306池州学院,3,196385
0Z市场营销,A398宁德师范学院,4,196405
3R土木工程(中外合作办学)(土木与环境),A676云南农业大学,2,196408
08电子商务(校企合作，与山东网商科技集团有限公司合作),B510山东交通学院,60,196445
J8公共事业管理,A758新疆农业大学,15,196451
0S服装设计与工程,B517河南工程学院,6,196459
HY农林经济管理,A758新疆农业大学,25,196502
42电子信息工程,B354梧州学院,2,196507
69电气工程及其自动化(中外合作办学),B342湖南工程学院,2,196513
0N人力资源管理(校企合作，与人才有价山东有限公司合作),E277山东青年政治学院,80,196519
16生物技术,B397安康学院,2,196523
06道路桥梁与渡河工程,B437长春工程学院,3,196540
0T材料科学与工程,A904枣庄学院,25,196542
26应用统计学,A478周口师范学院,2,196550
1H自动化,A455菏泽学院,30,196555
0P国际经济与贸易,D898北京科技大学天津学院,2,196602
0R测绘工程,A812吕梁学院,5,196625
28生物工程,A740河西学院,2,196632
37自动化,A381淮南师范学院,2,196643
7E智能建造,B068郑州工程技术学院,3,196738
36大数据管理与应用,D469厦门大学嘉庚学院,2,196765
76车辆工程,B068郑州工程技术学院,3,196794
0B社会工作,B391楚雄师范学院,5,196821
0W高分子材料与工程,A454济宁学院,70,196842
18工程造价,B652河南财政金融学院,4,196863
24人文地理与城乡规划,A666兴义民族师范学院,1,196889
0D市场营销,C331山东女子学院,69,196902
38市场营销,D469厦门大学嘉庚学院,4,196929
10家政学,B538湖南女子学院,4,196983
38材料化学,A721宝鸡文理学院,4,197007
09学前教育,D257湖北文理学院理工学院,1,197026
1L软件工程,C331山东女子学院,45,197057
31电子商务,A379宿州学院,5,197066
02会计学(注册会计师),D441江西财经大学现代经济管理学院,2,197068
D1俄语,A764伊犁师范大学,7,197155
J1文物与博物馆学,A764伊犁师范大学,5,197173
H0英语,D628新疆政法学院,4,197177
02无机非金属材料工程,A578韩山师范学院,1,197188
0F酿酒工程,A454济宁学院,30,197197
22电气工程及其自动化,A478周口师范学院,2,197203
C2水土保持与荒漠化防治,A758新疆农业大学,5,197206
32软件工程(软件开发方向),A481南阳师范学院,16,197212
48自动化(中外合作办学),A485郑州航空工业管理学院,3,197218
25药事管理,C689东南大学成贤学院,2,197237
0J化学工程与工艺,B395榆林学院,3,197251
13英语,D188武汉晴川学院,1,197268
1L烹饪与营养教育,B393昆明学院,2,197284
19翻译,D673四川外国语大学成都学院,3,197303
13护理学,D899北京中医药大学东方学院,6,197309
16英语,B122三江学院,2,197316
0B设施农业科学与工程,A455菏泽学院,40,197318
0S工商管理类,A739天水师范学院,4,197319
06药学,D980南京医科大学康达学院,3,197343
36资源循环科学与工程,D534山西工学院,2,197346
46朝鲜语,A736西北师范大学,2,197347
K3应用统计学,A687红河学院,3,197360
0A汉语言文学(师范类),D641桂林学院,2,197366
07新闻学(校企合作，与山东泰冠实业有限公司合作),A457山东体育学院,40,197379
1K地理信息科学(校企合作，与北京中科特瑞科技有限公司合作),A904枣庄学院,35,197409
17健康服务与管理,D980南京医科大学康达学院,1,197420
14测绘工程,E623滇西应用技术大学,2,197440
06农林经济管理,E439山东农业工程学院,47,197464
05旅游管理,A122长治学院,2,197467
11英语,D986江苏大学京江学院,3,197471
2Z商务英语,D988江苏师范大学科文学院,3,197487
05汉语言文学,D257湖北文理学院理工学院,2,197522
0D印刷工程,B336荆楚理工学院,2,197534
8W城乡规划,A919平顶山学院,10,197543
03汉语言文学,D673四川外国语大学成都学院,5,197563
38传播学,B418北京城市学院,2,197567
65戏剧影视文学,A690云南艺术学院,2,197579
1A新能源材料与器件,B508新余学院,2,197581
07数学与应用数学(师范类),B427集宁师范学院,5,197586
37法学(经济法方向),E038天津仁爱学院,3,197600
03金融工程(校企合作，与山东中启创优科技公司合作),A453泰山学院,40,197604
17数字经济,A766新疆财经大学,6,197607
05旅游管理,A639绵阳师范学院,1,197647
82物流管理,D534山西工学院,6,197655
32戏剧影视文学,E531内蒙古艺术学院,2,197672
25环境生态工程,B397安康学院,2,197687
01英语,D588重庆外语外事学院,2,197689
14行政管理,D658天津外国语大学滨海外事学院,1,197697
05俄语,B445黑龙江工业学院,3,197710
31国际商务,B825桂林航天工业学院,4,197712
11旅游管理,B397安康学院,2,197714
2M人工智能(中澳学分互认联合培养项目),A608广西民族大学,7,197721
G2电子信息工程(中外合作办学),A333常熟理工学院,2,197726
0J西班牙语,E277山东青年政治学院,70,197736
21旅游管理,A766新疆财经大学,9,197739
0H物流管理,B963亳州学院,3,197742
9L城市轨道交通设备与控制技术,A850南京工业职业技术大学,2,197743
07体育经济与管理,A242哈尔滨体育学院,4,197747
4L翻译,A763喀什大学,8,197762
42财务管理,A763喀什大学,15,197782
68国际经济与贸易,D744黑河学院,4,197787
02艺术设计学,A607广西艺术学院,2,197795
0Y电气工程及其自动化,B033唐山学院,5,197803
64戏剧学,A690云南艺术学院,1,197805
24制药工程,A918黄淮学院,40,197818
04电气工程及其自动化(智能输配电方向),B765河南城建学院,5,197819
0W农业资源与环境,E223贵州师范学院,3,197822
25食品科学与工程,A553湖南人文科技学院,4,197834
02财务管理,D904北京工业大学耿丹学院,1,197837
0R制药工程,A236绥化学院,4,197856
63食品科学与工程类,B100海南热带海洋学院,5,197860
HV数学与应用数学(师范类),B709呼和浩特民族学院,1,197903
4Y数学与应用数学(师范类),A204吉林工程技术师范学院,15,197910
5P计算机科学与技术(师范类),A204吉林工程技术师范学院,5,197922
0X医学检验技术,A825齐鲁医药学院,25,197940
0A信息与计算科学,A812吕梁学院,2,197971
0P数字媒体技术,B807兰州工业学院,3,197983
02风景园林,A908山东工艺美术学院,10,197985
0R计算机类,B071新乡学院,6,198000
20安全工程,A192吉林化工学院,2,198015
0L软件工程,B807兰州工业学院,4,198046
0C物联网工程,D897天津理工大学中环信息学院,1,198057
33应用化学,A121晋中学院,4,198084
0F电气工程及其自动化,E435营口理工学院,3,198103
21中医学,D606长春科技学院,2,198114
56风景园林,A607广西艺术学院,3,198120
0G自动化,E435营口理工学院,3,198157
27会计学,A846江西科技学院,2,198166
1V土木类,A234哈尔滨学院,2,198168
07食品质量与安全,E439山东农业工程学院,90,198183
1X数据科学与大数据技术,C331山东女子学院,50,198208
1F电子信息工程,A454济宁学院,80,198216
03自动化,C689东南大学成贤学院,2,198236
8L智能科学与技术,A478周口师范学院,2,198246
04数字媒体技术,C331山东女子学院,50,198260
0A新能源科学与工程,D386山东石油化工学院,60,198263
09制药工程,C362武汉生物工程学院,2,198266
44物联网工程,A757塔里木大学,5,198273
0T应用化学,B562兰州文理学院,2,198285
1K数据科学与大数据技术,B508新余学院,2,198287
21传播学,B837桂林旅游学院,4,198295
66智能科学与技术,B498莆田学院,5,198296
01机械设计制造及自动化,F202河北石油职业技术大学,4,198305
22智能制造工程,A448德州学院,40,198333
1G机器人工程,B508新余学院,1,198353
21财务管理,D991江苏科技大学苏州理工学院,2,198389
K1数学与应用数学(师范类),A764伊犁师范大学,17,198418
08泰语,B390玉溪师范学院,2,198434
0L英语,E001聊城大学东昌学院,14,198440
2A机械设计制造及其自动化(中外合作办学),A431齐鲁工业大学,80,198447
0G电子信息工程,B807兰州工业学院,3,198453
10英语,D636上海外国语大学贤达经济人文学院,2,198460
48环境科学(中外合作办学),A466河南农业大学,70,198461
P1应用化学,A764伊犁师范大学,5,198466
03安全工程,E438山东管理学院,61,198486
0N软件工程,A812吕梁学院,5,198508
20应用化学,B396商洛学院,2,198530
0V机械工程(中外合作办学)(中韩合作办学),A426青岛科技大学,120,198532
43物联网工程,D434赣南科技学院,2,198570
17经济学(校企合作，与青岛英谷教育公司合作),A454济宁学院,50,198583
15人力资源管理(校企合作，与人才有价山东有限公司合作),C331山东女子学院,30,198598
0H通信工程,B807兰州工业学院,3,198601
2E土木工程,A449滨州学院,65,198617
31建筑环境与能源应用工程,B070洛阳理工学院,4,198618
81食品科学与工程(中外合作办学),A167渤海大学,3,198622
22化学(师范类),A757塔里木大学,2,198625
28物理学(师范类),A138赤峰学院,3,198633
1V药学(校企合作，与山东睿鹰制药集团公司合作),A455菏泽学院,50,198639
30食品科学与工程,A123运城学院,10,198670
